user_id,unique_categories,unique_skus,count_conversions,sum_revenue,recency,frequency,country,state,gender,age,churn_label,feature_window_start,feature_window_end,label_window_end,window_length_days,churn_probability
user_6985,7,23,23,572.84,4,7.130434782608695,country_x,state_1,female,39,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6986,5,13,13,441.73,5,11.76923076923077,country_x,state_11,male,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6987,6,16,16,578.67,3,9.875,country_x,state_6,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6988,7,22,23,797.51,15,7.3478260869565215,country_x,state_8,female,52,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6989,6,11,11,527.35,18,13.818181818181818,country_x,state_11,male,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_699,3,4,4,144.93,15,41.5,country_x,state_12,male,31,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_6990,6,13,13,430.59,1,12.384615384615385,country_x,state_11,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6992,1,1,1,94.13,180,0.0,country_x,state_2,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_6993,6,17,17,563.45,3,9.823529411764707,country_x,state_11,male,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6994,4,9,9,354.88,15,17.666666666666668,country_x,state_2,male,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6995,4,15,16,473.58000000000004,9,9.8125,country_x,state_10,female,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6996,5,17,17,552.87,28,7.647058823529412,country_x,state_1,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6997,6,15,15,494.48,3,11.6,country_x,state_5,female,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_6999,7,19,19,598.31,10,9.157894736842104,country_x,state_6,male,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_7013,3,6,6,204.85000000000002,22,19.666666666666668,country_x,state_13,male,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7047,6,15,15,609.66,9,10.533333333333333,country_x,state_11,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7015,3,6,6,182.88,24,25.166666666666668,country_x,state_3,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_7034,4,10,11,301.35,19,14.545454545454545,country_x,state_15,female,37,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7035,7,19,20,660.64,7,8.85,country_x,state_5,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7036,3,5,5,158.67,11,28.2,country_x,state_13,female,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_7037,6,16,17,573.65,6,9.294117647058824,country_x,state_1,male,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7038,7,18,18,433.83000000000004,3,9.055555555555555,country_x,state_7,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7039,6,13,14,585.0,14,10.642857142857142,country_x,state_7,female,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_704,5,6,6,159.39,16,19.666666666666668,country_x,state_15,male,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7040,4,11,11,373.41999999999996,16,13.363636363636363,country_x,state_10,female,22,1,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_7041,5,11,11,389.65,1,16.454545454545453,country_x,state_6,female,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_7042,9,27,27,1115.91,10,6.333333333333333,country_x,state_4,male,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7043,3,6,6,267.90000000000003,60,14.333333333333334,country_x,state_12,female,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7044,6,21,21,741.11,3,7.285714285714286,country_x,state_13,male,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7045,7,21,21,766.95,19,7.761904761904762,country_x,state_8,female,37,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7046,7,21,21,816.87,17,7.857142857142857,country_x,state_12,male,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6983,4,7,7,141.99,25,18.285714285714285,country_x,state_13,female,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7033,8,23,26,867.45,9,6.6923076923076925,country_x,state_13,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7014,1,2,2,71.0,9,27.5,country_x,state_14,male,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
user_7032,2,5,5,176.61,26,23.2,country_x,state_7,male,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_7030,7,12,12,345.15,8,14.25,country_x,state_11,male,31,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7016,4,14,14,491.1,12,11.857142857142858,country_x,state_14,female,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_7017,6,24,24,736.9,6,7.0,country_x,state_3,male,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7018,3,6,6,218.06,33,20.833333333333332,country_x,state_1,male,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7019,1,1,1,74.69,80,0.0,country_x,state_14,male,31,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_702,2,3,3,32.08,12,34.0,country_x,state_6,male,67,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_7020,6,16,16,679.14,19,8.875,country_x,state_10,female,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7021,5,12,12,304.87,4,14.25,country_x,state_13,female,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7023,8,22,22,781.76,12,7.2727272727272725,country_x,state_4,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7024,5,12,12,407.03,42,9.083333333333334,country_x,state_11,female,20,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_7025,3,3,3,67.92,120,11.666666666666666,country_x,state_15,female,51,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_7026,3,4,5,145.19,18,18.8,country_x,state_15,female,42,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_7027,6,12,12,446.64,14,14.0,country_x,state_14,male,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7028,3,6,6,229.93,43,19.833333333333332,country_x,state_8,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7029,5,15,16,526.43,7,10.5,country_x,state_2,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_703,4,5,5,178.34,53,22.6,country_x,state_9,male,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_7031,5,8,8,179.57,2,20.0,country_x,state_2,female,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6982,4,7,7,129.87,40,19.714285714285715,country_x,state_14,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6913,1,3,3,90.17,3,51.333333333333336,country_x,state_12,male,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_6980,7,20,21,713.99,34,7.0476190476190474,country_x,state_15,male,59,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6930,3,6,6,147.66,10,17.0,country_x,state_10,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6931,4,14,14,533.95,3,12.285714285714286,country_x,state_8,male,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6932,2,4,4,65.50999999999999,50,24.5,country_x,state_8,male,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_6933,6,18,19,714.12,2,9.578947368421053,country_x,state_13,female,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6934,6,25,26,872.21,5,6.384615384615385,country_x,state_15,male,26,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6935,1,1,1,24.69,122,0.0,country_x,state_8,female,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_6936,6,13,13,580.8,14,13.0,country_x,state_10,female,52,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6937,5,9,9,432.28,3,17.666666666666668,country_x,state_15,male,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6938,6,17,17,606.71,4,9.823529411764707,country_x,state_9,female,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6939,6,17,17,569.32,17,9.352941176470589,country_x,state_1,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_694,5,20,22,719.85,12,7.7272727272727275,country_x,state_14,male,32,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6940,2,6,6,192.14999999999998,3,23.333333333333332,country_x,state_12,male,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988542837632597
user_6941,2,5,5,153.34,14,31.2,country_x,state_1,female,18,0,2024-03-01,2024-09-01,2024-11-01,184,0.49932212485946437
user_6942,4,6,6,160.73999999999998,23,26.666666666666668,country_x,state_14,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_6944,5,14,14,543.84,15,11.785714285714286,country_x,state_14,male,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_693,3,5,5,135.61,87,18.8,country_x,state_12,female,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6945,5,14,14,507.29,22,10.142857142857142,country_x,state_14,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6929,5,15,16,522.23,51,7.375,country_x,state_7,female,26,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6927,7,27,28,853.52,4,6.392857142857143,country_x,state_5,female,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_719,1,1,1,9.63,124,0.0,country_x,state_1,male,68,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_6914,3,10,11,302.33,31,12.727272727272727,country_x,state_13,male,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6915,7,22,23,773.31,7,7.478260869565218,country_x,state_14,male,68,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6916,2,7,7,177.69,29,12.428571428571429,country_x,state_9,male,25,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987348915080465
user_6917,5,13,13,541.63,11,12.76923076923077,country_x,state_3,male,68,1,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6918,1,1,1,32.68,126,0.0,country_x,state_10,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_6919,4,8,8,246.47000000000003,17,20.625,country_x,state_2,female,68,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_692,3,8,8,338.72,29,18.375,country_x,state_9,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6920,5,10,10,475.82,1,15.7,country_x,state_11,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6921,7,22,24,848.98,25,6.583333333333333,country_x,state_1,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6922,7,18,18,531.39,1,9.38888888888889,country_x,state_2,male,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6923,5,14,14,452.7,2,11.928571428571429,country_x,state_3,male,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6924,6,20,20,655.82,5,8.9,country_x,state_7,female,42,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6925,5,11,11,596.61,1,12.727272727272727,country_x,state_2,female,53,1,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6926,3,4,4,161.38,86,16.5,country_x,state_13,male,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_6928,5,14,14,590.07,21,10.928571428571429,country_x,state_2,female,18,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_6981,3,8,8,370.9,35,13.625,country_x,state_4,male,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6946,1,1,1,39.22,138,0.0,country_x,state_10,female,34,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_6948,6,27,28,973.38,11,5.392857142857143,country_x,state_11,male,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6967,6,12,12,478.71999999999997,25,10.666666666666666,country_x,state_8,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6968,3,3,3,73.95,64,24.666666666666668,country_x,state_15,male,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_6969,1,1,1,6.64,141,0.0,country_x,state_2,female,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_697,5,9,10,395.07,22,16.2,country_x,state_12,male,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6970,5,11,11,285.14,9,15.454545454545455,country_x,state_15,female,19,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_6971,4,15,17,658.78,11,9.882352941176471,country_x,state_15,male,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6972,5,11,11,322.51,43,12.363636363636363,country_x,state_7,female,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6973,2,2,2,36.57,78,27.5,country_x,state_6,male,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.4996368821899596
user_6974,3,3,3,56.81,46,32.0,country_x,state_9,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_6975,9,24,24,798.45,17,6.833333333333333,country_x,state_15,female,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6976,7,20,21,610.52,3,8.428571428571429,country_x,state_8,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6977,5,8,8,199.87,7,18.25,country_x,state_14,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6978,6,23,23,717.96,4,7.826086956521739,country_x,state_11,female,32,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6979,4,11,11,302.24,1,11.545454545454545,country_x,state_14,female,70,1,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_698,6,12,12,473.99,6,14.5,country_x,state_5,female,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6966,6,15,15,465.46999999999997,9,11.6,country_x,state_7,male,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6947,8,20,21,988.88,24,6.0,country_x,state_2,male,68,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6965,5,17,17,654.15,20,9.294117647058824,country_x,state_6,male,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6963,8,21,21,753.36,17,6.761904761904762,country_x,state_11,female,23,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_695,7,30,31,964.76,11,5.451612903225806,country_x,state_4,male,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6950,6,10,10,351.06,28,14.1,country_x,state_6,male,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6951,6,17,18,560.98,34,8.166666666666666,country_x,state_14,female,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6952,6,11,11,334.16,7,15.818181818181818,country_x,state_1,female,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6953,4,9,9,337.32,22,16.77777777777778,country_x,state_5,female,26,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6954,6,19,20,685.46,8,8.45,country_x,state_15,male,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6955,6,12,12,428.38,10,12.166666666666666,country_x,state_5,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_6956,7,22,22,629.33,2,7.954545454545454,country_x,state_15,male,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6957,7,24,26,777.5,6,6.576923076923077,country_x,state_15,female,43,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6958,7,17,18,573.15,47,6.555555555555555,country_x,state_4,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_6959,4,10,12,385.05,10,14.25,country_x,state_11,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_696,5,8,8,314.8,103,8.5,country_x,state_6,female,62,1,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_6960,4,15,15,557.2,4,11.933333333333334,country_x,state_5,female,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6961,5,18,18,563.53,1,9.833333333333334,country_x,state_12,female,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_6962,3,5,5,109.03,22,26.6,country_x,state_1,male,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_6964,7,12,12,460.31,26,13.0,country_x,state_11,female,52,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7049,2,2,2,95.41000000000001,144,16.5,country_x,state_2,male,54,1,2024-03-01,2024-09-01,2024-11-01,184,0.49996079779891434
user_7117,2,4,4,97.72,66,12.75,country_x,state_9,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_7050,6,16,16,556.0,1,11.1875,country_x,state_2,female,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7140,6,21,22,675.52,2,8.090909090909092,country_x,state_2,male,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7141,6,20,20,838.55,1,8.95,country_x,state_2,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7142,6,26,28,1082.01,1,6.535714285714286,country_x,state_2,male,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7143,5,5,5,125.37,24,25.8,country_x,state_3,female,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_7144,4,9,9,312.05,100,7.111111111111111,country_x,state_5,male,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.49933374728679836
user_7145,3,13,13,383.12,25,9.384615384615385,country_x,state_9,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_714,4,9,9,273.1,16,18.666666666666668,country_x,state_4,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7146,7,24,26,977.78,6,6.538461538461538,country_x,state_6,female,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7148,7,15,17,636.93,20,8.529411764705882,country_x,state_15,male,67,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7149,7,11,11,631.8299999999999,32,12.454545454545455,country_x,state_12,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_715,6,27,28,1091.29,31,5.464285714285714,country_x,state_10,male,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7150,6,12,12,409.62,16,13.5,country_x,state_14,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7151,6,20,21,1123.6299999999999,2,6.9523809523809526,country_x,state_9,female,32,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7152,6,8,9,330.39,7,19.666666666666668,country_x,state_10,male,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7147,6,14,15,546.85,15,11.133333333333333,country_x,state_15,female,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7139,8,18,19,619.71,6,8.894736842105264,country_x,state_14,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7138,4,5,5,309.24,24,26.2,country_x,state_6,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_7137,7,25,26,909.82,5,6.884615384615385,country_x,state_4,female,59,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7123,5,10,10,258.1,18,16.6,country_x,state_1,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7124,4,9,9,266.86,1,19.444444444444443,country_x,state_10,female,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7125,2,2,2,37.97,24,51.0,country_x,state_15,female,48,1,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
user_7126,2,2,2,52.43000000000001,29,10.0,country_x,state_12,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49996079779891434
user_7127,5,11,11,355.56,1,15.181818181818182,country_x,state_9,male,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7128,7,29,30,1171.04,4,5.866666666666666,country_x,state_4,male,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_7129,6,23,24,1021.68,3,7.333333333333333,country_x,state_9,male,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_713,4,11,11,544.03,13,13.818181818181818,country_x,state_13,female,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7130,4,7,7,263.18,61,13.428571428571429,country_x,state_2,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7131,5,10,10,421.32,7,17.6,country_x,state_7,male,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7132,6,10,10,292.47,14,16.9,country_x,state_15,female,37,1,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7133,5,10,11,403.45,11,14.727272727272727,country_x,state_12,female,19,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_7134,5,11,11,276.74,12,13.818181818181818,country_x,state_13,male,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7135,3,7,7,298.5,20,20.285714285714285,country_x,state_2,female,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7136,4,20,20,881.59,10,8.05,country_x,state_12,female,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7153,4,6,6,280.72,34,23.833333333333332,country_x,state_15,female,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988542837632597
user_7154,4,4,4,151.86,95,19.75,country_x,state_14,female,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_7155,6,24,24,812.82,15,6.916666666666667,country_x,state_13,male,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_7156,5,12,12,531.89,17,12.0,country_x,state_5,female,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7175,2,2,2,41.53,181,0.5,country_x,state_2,male,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_7176,1,1,1,9.41,139,0.0,country_x,state_15,female,43,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_7178,7,25,25,733.09,2,6.8,country_x,state_4,female,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_7179,5,21,21,623.66,2,8.619047619047619,country_x,state_9,male,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_718,6,22,22,793.9399999999999,6,7.454545454545454,country_x,state_2,female,42,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7180,1,1,1,57.3,123,0.0,country_x,state_4,female,49,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_7181,5,8,8,291.01,25,16.5,country_x,state_13,male,57,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_7182,6,10,10,325.44,27,15.1,country_x,state_12,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_7183,4,15,15,491.02,2,10.466666666666667,country_x,state_5,female,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_7184,2,2,2,70.12,130,22.5,country_x,state_15,female,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
